,Timestamp,Rainfall (mm),station_number,station_name,station_no,latitude,longitude
99,2018-05-01,42.4,490985,Balgray RG,490985,55.73428872,-4.5878755
100,2018-06-01,70.2,490985,Balgray RG,490985,55.73428872,-4.5878755
101,2018-07-01,75.2,490985,Balgray RG,490985,55.73428872,-4.5878755
102,2018-08-01,110.6,490985,Balgray RG,490985,55.73428872,-4.5878755
103,2018-09-01,120.6,490985,Balgray RG,490985,55.73428872,-4.5878755
104,2018-10-01,140.8,490985,Balgray RG,490985,55.73428872,-4.5878755
105,2018-11-01,170.2,490985,Balgray RG,490985,55.73428872,-4.5878755
106,2018-12-01,109.8,490985,Balgray RG,490985,55.73428872,-4.5878755
107,2019-01-01,76.4,490985,Balgray RG,490985,55.73428872,-4.5878755
108,2019-02-01,99.6,490985,Balgray RG,490985,55.73428872,-4.5878755
109,2019-03-01,146.0,490985,Balgray RG,490985,55.73428872,-4.5878755
110,2019-04-01,63.0,490985,Balgray RG,490985,55.73428872,-4.5878755
111,2019-05-01,81.4,490985,Balgray RG,490985,55.73428872,-4.5878755
112,2019-06-01,74.4,490985,Balgray RG,490985,55.73428872,-4.5878755
113,2019-07-01,133.6,490985,Balgray RG,490985,55.73428872,-4.5878755
114,2019-08-01,230.4,490985,Balgray RG,490985,55.73428872,-4.5878755
115,2019-09-01,134.4,490985,Balgray RG,490985,55.73428872,-4.5878755
116,2019-10-01,160.8,490985,Balgray RG,490985,55.73428872,-4.5878755
117,2019-11-01,66.8,490985,Balgray RG,490985,55.73428872,-4.5878755
118,2019-12-01,198.4,490985,Balgray RG,490985,55.73428872,-4.5878755
119,2020-01-01,142.4,490985,Balgray RG,490985,55.73428872,-4.5878755
120,2020-02-01,276.4,490985,Balgray RG,490985,55.73428872,-4.5878755
121,2020-03-01,105.2,490985,Balgray RG,490985,55.73428872,-4.5878755
122,2020-04-01,18.0,490985,Balgray RG,490985,55.73428872,-4.5878755
123,2020-05-01,73.6,490985,Balgray RG,490985,55.73428872,-4.5878755
124,2020-06-01,153.6,490985,Balgray RG,490985,55.73428872,-4.5878755
125,2020-07-01,199.2,490985,Balgray RG,490985,55.73428872,-4.5878755
126,2020-08-01,176.4,490985,Balgray RG,490985,55.73428872,-4.5878755
127,2020-09-01,152.8,490985,Balgray RG,490985,55.73428872,-4.5878755
128,2020-10-01,220.4,490985,Balgray RG,490985,55.73428872,-4.5878755
129,2020-11-01,166.6,490985,Balgray RG,490985,55.73428872,-4.5878755
130,2020-12-01,145.8,490985,Balgray RG,490985,55.73428872,-4.5878755
131,2021-01-01,119.8,490985,Balgray RG,490985,55.73428872,-4.5878755
132,2021-02-01,138.4,490985,Balgray RG,490985,55.73428872,-4.5878755
133,2021-03-01,111.0,490985,Balgray RG,490985,55.73428872,-4.5878755
134,2021-04-01,13.2,490985,Balgray RG,490985,55.73428872,-4.5878755
135,2021-05-01,68.0,490985,Balgray RG,490985,55.73428872,-4.5878755
136,2021-06-01,48.6,490985,Balgray RG,490985,55.73428872,-4.5878755
137,2021-07-01,43.6,490985,Balgray RG,490985,55.73428872,-4.5878755
138,2021-08-01,119.8,490985,Balgray RG,490985,55.73428872,-4.5878755
139,2021-09-01,100.6,490985,Balgray RG,490985,55.73428872,-4.5878755
140,2021-10-01,239.2,490985,Balgray RG,490985,55.73428872,-4.5878755
141,2021-11-01,0.0,490985,Balgray RG,490985,55.73428872,-4.5878755
142,2021-12-01,0.0,490985,Balgray RG,490985,55.73428872,-4.5878755
143,2022-01-01,0.0,490985,Balgray RG,490985,55.73428872,-4.5878755
144,2022-02-01,0.0,490985,Balgray RG,490985,55.73428872,-4.5878755
0,2010-02-01,76.2,115202,Balmedie STW,115202,57.25007263,-2.0473803
1,2010-03-01,0.0,115202,Balmedie STW,115202,57.25007263,-2.0473803
2,2010-04-01,0.0,115202,Balmedie STW,115202,57.25007263,-2.0473803
3,2010-05-01,42.6,115202,Balmedie STW,115202,57.25007263,-2.0473803
4,2010-06-01,0.0,115202,Balmedie STW,115202,57.25007263,-2.0473803
5,2010-07-01,0.0,115202,Balmedie STW,115202,57.25007263,-2.0473803
6,2010-08-01,50.2,115202,Balmedie STW,115202,57.25007263,-2.0473803
7,2010-09-01,70.0,115202,Balmedie STW,115202,57.25007263,-2.0473803
8,2010-10-01,49.4,115202,Balmedie STW,115202,57.25007263,-2.0473803
9,2010-11-01,91.2,115202,Balmedie STW,115202,57.25007263,-2.0473803
10,2010-12-01,56.6,115202,Balmedie STW,115202,57.25007263,-2.0473803
11,2011-01-01,35.2,115202,Balmedie STW,115202,57.25007263,-2.0473803
12,2011-02-01,73.4,115202,Balmedie STW,115202,57.25007263,-2.0473803
13,2011-03-01,67.8,115202,Balmedie STW,115202,57.25007263,-2.0473803
14,2011-04-01,9.2,115202,Balmedie STW,115202,57.25007263,-2.0473803
15,2011-05-01,26.4,115202,Balmedie STW,115202,57.25007263,-2.0473803
16,2011-06-01,66.8,115202,Balmedie STW,115202,57.25007263,-2.0473803
17,2011-07-01,57.6,115202,Balmedie STW,115202,57.25007263,-2.0473803
18,2011-08-01,95.8,115202,Balmedie STW,115202,57.25007263,-2.0473803
19,2011-09-01,77.0,115202,Balmedie STW,115202,57.25007263,-2.0473803
20,2011-10-01,64.2,115202,Balmedie STW,115202,57.25007263,-2.0473803
21,2011-11-01,23.0,115202,Balmedie STW,115202,57.25007263,-2.0473803
22,2011-12-01,42.4,115202,Balmedie STW,115202,57.25007263,-2.0473803
23,2012-01-01,41.4,115202,Balmedie STW,115202,57.25007263,-2.0473803
24,2012-02-01,21.8,115202,Balmedie STW,115202,57.25007263,-2.0473803
25,2012-03-01,7.6,115202,Balmedie STW,115202,57.25007263,-2.0473803
26,2012-04-01,91.6,115202,Balmedie STW,115202,57.25007263,-2.0473803
27,2012-05-01,21.4,115202,Balmedie STW,115202,57.25007263,-2.0473803
28,2012-06-01,75.6,115202,Balmedie STW,115202,57.25007263,-2.0473803
29,2012-07-01,74.4,115202,Balmedie STW,115202,57.25007263,-2.0473803
30,2012-08-01,68.8,115202,Balmedie STW,115202,57.25007263,-2.0473803
31,2012-09-01,52.0,115202,Balmedie STW,115202,57.25007263,-2.0473803
32,2012-10-01,81.2,115202,Balmedie STW,115202,57.25007263,-2.0473803
33,2012-11-01,44.6,115202,Balmedie STW,115202,57.25007263,-2.0473803
34,2012-12-01,155.2,115202,Balmedie STW,115202,57.25007263,-2.0473803
35,2013-01-01,76.0,115202,Balmedie STW,115202,57.25007263,-2.0473803
36,2013-02-01,42.6,115202,Balmedie STW,115202,57.25007263,-2.0473803
37,2013-03-01,43.2,115202,Balmedie STW,115202,57.25007263,-2.0473803
38,2013-04-01,23.2,115202,Balmedie STW,115202,57.25007263,-2.0473803
39,2013-05-01,38.6,115202,Balmedie STW,115202,57.25007263,-2.0473803
40,2013-06-01,30.6,115202,Balmedie STW,115202,57.25007263,-2.0473803
41,2013-07-01,48.4,115202,Balmedie STW,115202,57.25007263,-2.0473803
42,2013-08-01,50.4,115202,Balmedie STW,115202,57.25007263,-2.0473803
43,2013-09-01,30.8,115202,Balmedie STW,115202,57.25007263,-2.0473803
44,2013-10-01,91.2,115202,Balmedie STW,115202,57.25007263,-2.0473803
45,2013-11-01,65.0,115202,Balmedie STW,115202,57.25007263,-2.0473803
46,2013-12-01,67.6,115202,Balmedie STW,115202,57.25007263,-2.0473803
47,2014-01-01,115.4,115202,Balmedie STW,115202,57.25007263,-2.0473803
48,2014-02-01,78.6,115202,Balmedie STW,115202,57.25007263,-2.0473803
49,2014-03-01,37.2,115202,Balmedie STW,115202,57.25007263,-2.0473803
50,2014-04-01,39.6,115202,Balmedie STW,115202,57.25007263,-2.0473803
51,2014-05-01,40.8,115202,Balmedie STW,115202,57.25007263,-2.0473803
52,2014-06-01,44.0,115202,Balmedie STW,115202,57.25007263,-2.0473803
53,2014-07-01,45.0,115202,Balmedie STW,115202,57.25007263,-2.0473803
54,2014-08-01,128.4,115202,Balmedie STW,115202,57.25007263,-2.0473803
55,2014-09-01,41.2,115202,Balmedie STW,115202,57.25007263,-2.0473803
56,2014-10-01,112.0,115202,Balmedie STW,115202,57.25007263,-2.0473803
57,2014-11-01,80.6,115202,Balmedie STW,115202,57.25007263,-2.0473803
58,2014-12-01,27.4,115202,Balmedie STW,115202,57.25007263,-2.0473803
59,2015-01-01,53.0,115202,Balmedie STW,115202,57.25007263,-2.0473803
60,2015-02-01,26.2,115202,Balmedie STW,115202,57.25007263,-2.0473803
61,2015-03-01,31.6,115202,Balmedie STW,115202,57.25007263,-2.0473803
62,2015-04-01,46.2,115202,Balmedie STW,115202,57.25007263,-2.0473803
63,2015-05-01,66.0,115202,Balmedie STW,115202,57.25007263,-2.0473803
64,2015-06-01,34.8,115202,Balmedie STW,115202,57.25007263,-2.0473803
65,2015-07-01,114.0,115202,Balmedie STW,115202,57.25007263,-2.0473803
66,2015-08-01,87.8,115202,Balmedie STW,115202,57.25007263,-2.0473803
67,2015-09-01,39.2,115202,Balmedie STW,115202,57.25007263,-2.0473803
68,2015-10-01,74.4,115202,Balmedie STW,115202,57.25007263,-2.0473803
69,2015-11-01,59.2,115202,Balmedie STW,115202,57.25007263,-2.0473803
70,2015-12-01,83.0,115202,Balmedie STW,115202,57.25007263,-2.0473803
71,2016-01-01,153.0,115202,Balmedie STW,115202,57.25007263,-2.0473803
72,2016-02-01,36.8,115202,Balmedie STW,115202,57.25007263,-2.0473803
73,2016-03-01,35.2,115202,Balmedie STW,115202,57.25007263,-2.0473803
74,2016-04-01,92.4,115202,Balmedie STW,115202,57.25007263,-2.0473803
75,2016-05-01,14.0,115202,Balmedie STW,115202,57.25007263,-2.0473803
76,2016-06-01,102.6,115202,Balmedie STW,115202,57.25007263,-2.0473803
77,2016-07-01,121.6,115202,Balmedie STW,115202,57.25007263,-2.0473803
78,2016-08-01,67.2,115202,Balmedie STW,115202,57.25007263,-2.0473803
79,2016-09-01,30.0,115202,Balmedie STW,115202,57.25007263,-2.0473803
80,2016-10-01,53.0,115202,Balmedie STW,115202,57.25007263,-2.0473803
81,2016-11-01,80.4,115202,Balmedie STW,115202,57.25007263,-2.0473803
82,2016-12-01,24.6,115202,Balmedie STW,115202,57.25007263,-2.0473803
83,2017-01-01,47.4,115202,Balmedie STW,115202,57.25007263,-2.0473803
84,2017-02-01,58.0,115202,Balmedie STW,115202,57.25007263,-2.0473803
85,2017-03-01,54.2,115202,Balmedie STW,115202,57.25007263,-2.0473803
86,2017-04-01,39.8,115202,Balmedie STW,115202,57.25007263,-2.0473803
87,2017-05-01,25.6,115202,Balmedie STW,115202,57.25007263,-2.0473803
88,2017-06-01,125.0,115202,Balmedie STW,115202,57.25007263,-2.0473803
89,2017-07-01,77.8,115202,Balmedie STW,115202,57.25007263,-2.0473803
90,2017-08-01,87.2,115202,Balmedie STW,115202,57.25007263,-2.0473803
91,2017-09-01,70.8,115202,Balmedie STW,115202,57.25007263,-2.0473803
92,2017-10-01,60.2,115202,Balmedie STW,115202,57.25007263,-2.0473803
93,2017-11-01,101.4,115202,Balmedie STW,115202,57.25007263,-2.0473803
94,2017-12-01,66.0,115202,Balmedie STW,115202,57.25007263,-2.0473803
95,2018-01-01,29.0,115202,Balmedie STW,115202,57.25007263,-2.0473803
96,2018-02-01,34.4,115202,Balmedie STW,115202,57.25007263,-2.0473803
97,2018-03-01,84.4,115202,Balmedie STW,115202,57.25007263,-2.0473803
98,2018-04-01,37.6,115202,Balmedie STW,115202,57.25007263,-2.0473803
99,2018-05-01,15.4,115202,Balmedie STW,115202,57.25007263,-2.0473803
100,2018-06-01,29.0,115202,Balmedie STW,115202,57.25007263,-2.0473803
101,2018-07-01,70.2,115202,Balmedie STW,115202,57.25007263,-2.0473803
102,2018-08-01,32.0,115202,Balmedie STW,115202,57.25007263,-2.0473803
103,2018-09-01,44.6,115202,Balmedie STW,115202,57.25007263,-2.0473803
104,2018-10-01,93.4,115202,Balmedie STW,115202,57.25007263,-2.0473803
105,2018-11-01,76.2,115202,Balmedie STW,115202,57.25007263,-2.0473803
106,2018-12-01,49.2,115202,Balmedie STW,115202,57.25007263,-2.0473803
107,2019-01-01,43.4,115202,Balmedie STW,115202,57.25007263,-2.0473803
108,2019-02-01,25.2,115202,Balmedie STW,115202,57.25007263,-2.0473803
109,2019-03-01,61.4,115202,Balmedie STW,115202,57.25007263,-2.0473803
110,2019-04-01,35.4,115202,Balmedie STW,115202,57.25007263,-2.0473803
111,2019-05-01,52.8,115202,Balmedie STW,115202,57.25007263,-2.0473803
112,2019-06-01,78.6,115202,Balmedie STW,115202,57.25007263,-2.0473803
113,2019-07-01,80.8,115202,Balmedie STW,115202,57.25007263,-2.0473803
114,2019-08-01,53.2,115202,Balmedie STW,115202,57.25007263,-2.0473803
115,2019-09-01,65.8,115202,Balmedie STW,115202,57.25007263,-2.0473803
116,2019-10-01,72.8,115202,Balmedie STW,115202,57.25007263,-2.0473803
117,2019-11-01,116.4,115202,Balmedie STW,115202,57.25007263,-2.0473803
118,2019-12-01,56.4,115202,Balmedie STW,115202,57.25007263,-2.0473803
119,2020-01-01,22.4,115202,Balmedie STW,115202,57.25007263,-2.0473803
120,2020-02-01,54.0,115202,Balmedie STW,115202,57.25007263,-2.0473803
121,2020-03-01,13.6,115202,Balmedie STW,115202,57.25007263,-2.0473803
122,2020-04-01,10.4,115202,Balmedie STW,115202,57.25007263,-2.0473803
123,2020-05-01,33.6,115202,Balmedie STW,115202,57.25007263,-2.0473803
124,2020-06-01,57.6,115202,Balmedie STW,115202,57.25007263,-2.0473803
125,2020-07-01,103.6,115202,Balmedie STW,115202,57.25007263,-2.0473803
126,2020-08-01,67.4,115202,Balmedie STW,115202,57.25007263,-2.0473803
127,2020-09-01,22.6,115202,Balmedie STW,115202,57.25007263,-2.0473803
128,2020-10-01,192.6,115202,Balmedie STW,115202,57.25007263,-2.0473803
129,2020-11-01,27.6,115202,Balmedie STW,115202,57.25007263,-2.0473803
130,2020-12-01,144.6,115202,Balmedie STW,115202,57.25007263,-2.0473803
131,2021-01-01,74.0,115202,Balmedie STW,115202,57.25007263,-2.0473803
132,2021-02-01,38.0,115202,Balmedie STW,115202,57.25007263,-2.0473803
133,2021-03-01,29.0,115202,Balmedie STW,115202,57.25007263,-2.0473803
134,2021-04-01,25.8,115202,Balmedie STW,115202,57.25007263,-2.0473803
135,2021-05-01,63.8,115202,Balmedie STW,115202,57.25007263,-2.0473803
136,2021-06-01,10.0,115202,Balmedie STW,115202,57.25007263,-2.0473803
137,2021-07-01,31.6,115202,Balmedie STW,115202,57.25007263,-2.0473803
138,2021-08-01,44.2,115202,Balmedie STW,115202,57.25007263,-2.0473803
139,2021-09-01,53.8,115202,Balmedie STW,115202,57.25007263,-2.0473803
140,2021-10-01,122.6,115202,Balmedie STW,115202,57.25007263,-2.0473803
141,2021-11-01,58.0,115202,Balmedie STW,115202,57.25007263,-2.0473803
142,2021-12-01,67.0,115202,Balmedie STW,115202,57.25007263,-2.0473803
143,2022-01-01,26.6,115202,Balmedie STW,115202,57.25007263,-2.0473803
144,2022-02-01,3.4,115202,Balmedie STW,115202,57.25007263,-2.0473803
0,2010-02-01,1.0,374852,Baluniefield,374852,56.48264025,-2.905576117
1,2010-03-01,50.4,374852,Baluniefield,374852,56.48264025,-2.905576117
2,2010-04-01,36.2,374852,Baluniefield,374852,56.48264025,-2.905576117
3,2010-05-01,53.4,374852,Baluniefield,374852,56.48264025,-2.905576117
4,2010-06-01,25.2,374852,Baluniefield,374852,56.48264025,-2.905576117
5,2010-07-01,124.6,374852,Baluniefield,374852,56.48264025,-2.905576117
6,2010-08-01,53.0,374852,Baluniefield,374852,56.48264025,-2.905576117
7,2010-09-01,26.8,374852,Baluniefield,374852,56.48264025,-2.905576117
8,2010-10-01,0.0,374852,Baluniefield,374852,56.48264025,-2.905576117
9,2010-11-01,2.0,374852,Baluniefield,374852,56.48264025,-2.905576117
10,2010-12-01,0.0,374852,Baluniefield,374852,56.48264025,-2.905576117
11,2011-01-01,1.8,374852,Baluniefield,374852,56.48264025,-2.905576117
12,2011-02-01,112.2,374852,Baluniefield,374852,56.48264025,-2.905576117
13,2011-03-01,0.2,374852,Baluniefield,374852,56.48264025,-2.905576117
14,2011-04-01,7.4,374852,Baluniefield,374852,56.48264025,-2.905576117
15,2011-05-01,68.4,374852,Baluniefield,374852,56.48264025,-2.905576117
16,2011-06-01,88.0,374852,Baluniefield,374852,56.48264025,-2.905576117
17,2011-07-01,109.0,374852,Baluniefield,374852,56.48264025,-2.905576117
18,2011-08-01,136.8,374852,Baluniefield,374852,56.48264025,-2.905576117
19,2011-09-01,57.0,374852,Baluniefield,374852,56.48264025,-2.905576117
20,2011-10-01,68.0,374852,Baluniefield,374852,56.48264025,-2.905576117
21,2011-11-01,57.0,374852,Baluniefield,374852,56.48264025,-2.905576117
22,2011-12-01,50.6,374852,Baluniefield,374852,56.48264025,-2.905576117
23,2012-01-01,21.6,374852,Baluniefield,374852,56.48264025,-2.905576117
24,2012-02-01,21.0,374852,Baluniefield,374852,56.48264025,-2.905576117
25,2012-03-01,8.6,374852,Baluniefield,374852,56.48264025,-2.905576117
26,2012-04-01,101.8,374852,Baluniefield,374852,56.48264025,-2.905576117
27,2012-05-01,53.4,374852,Baluniefield,374852,56.48264025,-2.905576117
28,2012-06-01,133.2,374852,Baluniefield,374852,56.48264025,-2.905576117
29,2012-07-01,85.8,374852,Baluniefield,374852,56.48264025,-2.905576117
30,2012-08-01,79.2,374852,Baluniefield,374852,56.48264025,-2.905576117
31,2012-09-01,44.0,374852,Baluniefield,374852,56.48264025,-2.905576117
32,2012-10-01,119.6,374852,Baluniefield,374852,56.48264025,-2.905576117
33,2012-11-01,46.2,374852,Baluniefield,374852,56.48264025,-2.905576117
34,2012-12-01,126.0,374852,Baluniefield,374852,56.48264025,-2.905576117
35,2013-01-01,80.8,374852,Baluniefield,374852,56.48264025,-2.905576117
36,2013-02-01,30.2,374852,Baluniefield,374852,56.48264025,-2.905576117
37,2013-03-01,59.6,374852,Baluniefield,374852,56.48264025,-2.905576117
38,2013-04-01,36.4,374852,Baluniefield,374852,56.48264025,-2.905576117
39,2013-05-01,70.0,374852,Baluniefield,374852,56.48264025,-2.905576117
40,2013-06-01,31.6,374852,Baluniefield,374852,56.48264025,-2.905576117
41,2013-07-01,64.6,374852,Baluniefield,374852,56.48264025,-2.905576117
42,2013-08-01,24.4,374852,Baluniefield,374852,56.48264025,-2.905576117
43,2013-09-01,26.6,374852,Baluniefield,374852,56.48264025,-2.905576117
44,2013-10-01,114.8,374852,Baluniefield,374852,56.48264025,-2.905576117
45,2013-11-01,17.0,374852,Baluniefield,374852,56.48264025,-2.905576117
46,2013-12-01,87.6,374852,Baluniefield,374852,56.48264025,-2.905576117
47,2014-01-01,115.2,374852,Baluniefield,374852,56.48264025,-2.905576117
48,2014-02-01,72.2,374852,Baluniefield,374852,56.48264025,-2.905576117
49,2014-03-01,33.6,374852,Baluniefield,374852,56.48264025,-2.905576117
50,2014-04-01,52.2,374852,Baluniefield,374852,56.48264025,-2.905576117
51,2014-05-01,57.6,374852,Baluniefield,374852,56.48264025,-2.905576117
52,2014-06-01,70.2,374852,Baluniefield,374852,56.48264025,-2.905576117
53,2014-07-01,50.8,374852,Baluniefield,374852,56.48264025,-2.905576117
54,2014-08-01,98.8,374852,Baluniefield,374852,56.48264025,-2.905576117
55,2014-09-01,16.6,374852,Baluniefield,374852,56.48264025,-2.905576117
56,2014-10-01,122.5,374852,Baluniefield,374852,56.48264025,-2.905576117
57,2014-11-01,106.2,374852,Baluniefield,374852,56.48264025,-2.905576117
58,2014-12-01,32.4,374852,Baluniefield,374852,56.48264025,-2.905576117
59,2015-01-01,50.4,374852,Baluniefield,374852,56.48264025,-2.905576117
60,2015-02-01,24.8,374852,Baluniefield,374852,56.48264025,-2.905576117
61,2015-03-01,35.4,374852,Baluniefield,374852,56.48264025,-2.905576117
62,2015-04-01,27.2,374852,Baluniefield,374852,56.48264025,-2.905576117
63,2015-05-01,87.8,374852,Baluniefield,374852,56.48264025,-2.905576117
64,2015-06-01,33.6,374852,Baluniefield,374852,56.48264025,-2.905576117
65,2015-07-01,122.2,374852,Baluniefield,374852,56.48264025,-2.905576117
66,2015-08-01,56.2,374852,Baluniefield,374852,56.48264025,-2.905576117
67,2015-09-01,23.8,374852,Baluniefield,374852,56.48264025,-2.905576117
68,2015-10-01,56.2,374852,Baluniefield,374852,56.48264025,-2.905576117
69,2015-11-01,116.8,374852,Baluniefield,374852,56.48264025,-2.905576117
70,2015-12-01,139.6,374852,Baluniefield,374852,56.48264025,-2.905576117
71,2016-01-01,168.4,374852,Baluniefield,374852,56.48264025,-2.905576117
72,2016-02-01,60.8,374852,Baluniefield,374852,56.48264025,-2.905576117
73,2016-03-01,23.4,374852,Baluniefield,374852,56.48264025,-2.905576117
74,2016-04-01,78.0,374852,Baluniefield,374852,56.48264025,-2.905576117
75,2016-05-01,20.6,374852,Baluniefield,374852,56.48264025,-2.905576117
76,2016-06-01,84.0,374852,Baluniefield,374852,56.48264025,-2.905576117
77,2016-07-01,82.8,374852,Baluniefield,374852,56.48264025,-2.905576117
78,2016-08-01,37.8,374852,Baluniefield,374852,56.48264025,-2.905576117
79,2016-09-01,35.4,374852,Baluniefield,374852,56.48264025,-2.905576117
80,2016-10-01,84.8,374852,Baluniefield,374852,56.48264025,-2.905576117
81,2016-11-01,33.2,374852,Baluniefield,374852,56.48264025,-2.905576117
82,2016-12-01,41.2,374852,Baluniefield,374852,56.48264025,-2.905576117
83,2017-01-01,23.0,374852,Baluniefield,374852,56.48264025,-2.905576117
84,2017-02-01,66.0,374852,Baluniefield,374852,56.48264025,-2.905576117
85,2017-03-01,56.4,374852,Baluniefield,374852,56.48264025,-2.905576117
86,2017-04-01,10.2,374852,Baluniefield,374852,56.48264025,-2.905576117
87,2017-05-01,50.2,374852,Baluniefield,374852,56.48264025,-2.905576117
88,2017-06-01,118.8,374852,Baluniefield,374852,56.48264025,-2.905576117
89,2017-07-01,53.8,374852,Baluniefield,374852,56.48264025,-2.905576117
90,2017-08-01,88.8,374852,Baluniefield,374852,56.48264025,-2.905576117
91,2017-09-01,75.6,374852,Baluniefield,374852,56.48264025,-2.905576117
92,2017-10-01,51.0,374852,Baluniefield,374852,56.48264025,-2.905576117
93,2017-11-01,45.0,374852,Baluniefield,374852,56.48264025,-2.905576117
94,2017-12-01,33.8,374852,Baluniefield,374852,56.48264025,-2.905576117
95,2018-01-01,61.2,374852,Baluniefield,374852,56.48264025,-2.905576117
96,2018-02-01,21.0,374852,Baluniefield,374852,56.48264025,-2.905576117
97,2018-03-01,115.0,374852,Baluniefield,374852,56.48264025,-2.905576117
98,2018-04-01,38.2,374852,Baluniefield,374852,56.48264025,-2.905576117
99,2018-05-01,29.8,374852,Baluniefield,374852,56.48264025,-2.905576117
100,2018-06-01,34.0,374852,Baluniefield,374852,56.48264025,-2.905576117
101,2018-07-01,47.6,374852,Baluniefield,374852,56.48264025,-2.905576117
102,2018-08-01,58.4,374852,Baluniefield,374852,56.48264025,-2.905576117
103,2018-09-01,32.2,374852,Baluniefield,374852,56.48264025,-2.905576117
104,2018-10-01,58.2,374852,Baluniefield,374852,56.48264025,-2.905576117
105,2018-11-01,108.6,374852,Baluniefield,374852,56.48264025,-2.905576117
106,2018-12-01,52.6,374852,Baluniefield,374852,56.48264025,-2.905576117
107,2019-01-01,9.8,374852,Baluniefield,374852,56.48264025,-2.905576117
108,2019-02-01,26.4,374852,Baluniefield,374852,56.48264025,-2.905576117
109,2019-03-01,73.2,374852,Baluniefield,374852,56.48264025,-2.905576117
110,2019-04-01,31.6,374852,Baluniefield,374852,56.48264025,-2.905576117
111,2019-05-01,96.6,374852,Baluniefield,374852,56.48264025,-2.905576117
112,2019-06-01,83.8,374852,Baluniefield,374852,56.48264025,-2.905576117
113,2019-07-01,93.6,374852,Baluniefield,374852,56.48264025,-2.905576117
114,2019-08-01,167.6,374852,Baluniefield,374852,56.48264025,-2.905576117
115,2019-09-01,69.4,374852,Baluniefield,374852,56.48264025,-2.905576117
116,2019-10-01,77.6,374852,Baluniefield,374852,56.48264025,-2.905576117
117,2019-11-01,124.6,374852,Baluniefield,374852,56.48264025,-2.905576117
118,2019-12-01,50.6,374852,Baluniefield,374852,56.48264025,-2.905576117
119,2020-01-01,27.6,374852,Baluniefield,374852,56.48264025,-2.905576117
120,2020-02-01,118.8,374852,Baluniefield,374852,56.48264025,-2.905576117
121,2020-03-01,22.2,374852,Baluniefield,374852,56.48264025,-2.905576117
122,2020-04-01,12.8,374852,Baluniefield,374852,56.48264025,-2.905576117
123,2020-05-01,22.6,374852,Baluniefield,374852,56.48264025,-2.905576117
124,2020-06-01,58.4,374852,Baluniefield,374852,56.48264025,-2.905576117
125,2020-07-01,86.0,374852,Baluniefield,374852,56.48264025,-2.905576117
126,2020-08-01,128.4,374852,Baluniefield,374852,56.48264025,-2.905576117
127,2020-09-01,37.8,374852,Baluniefield,374852,56.48264025,-2.905576117
128,2020-10-01,195.2,374852,Baluniefield,374852,56.48264025,-2.905576117
129,2020-11-01,47.4,374852,Baluniefield,374852,56.48264025,-2.905576117
130,2020-12-01,107.8,374852,Baluniefield,374852,56.48264025,-2.905576117
131,2021-01-01,70.0,374852,Baluniefield,374852,56.48264025,-2.905576117
132,2021-02-01,93.8,374852,Baluniefield,374852,56.48264025,-2.905576117
133,2021-03-01,26.0,374852,Baluniefield,374852,56.48264025,-2.905576117
134,2021-04-01,13.8,374852,Baluniefield,374852,56.48264025,-2.905576117
135,2021-05-01,129.8,374852,Baluniefield,374852,56.48264025,-2.905576117
136,2021-06-01,6.0,374852,Baluniefield,374852,56.48264025,-2.905576117
137,2021-07-01,81.4,374852,Baluniefield,374852,56.48264025,-2.905576117
138,2021-08-01,60.8,374852,Baluniefield,374852,56.48264025,-2.905576117
139,2021-09-01,47.6,374852,Baluniefield,374852,56.48264025,-2.905576117
140,2021-10-01,106.0,374852,Baluniefield,374852,56.48264025,-2.905576117
141,2021-11-01,0.0,374852,Baluniefield,374852,56.48264025,-2.905576117
142,2021-12-01,0.0,374852,Baluniefield,374852,56.48264025,-2.905576117
143,2022-01-01,0.0,374852,Baluniefield,374852,56.48264025,-2.905576117
144,2022-02-01,0.0,374852,Baluniefield,374852,56.48264025,-2.905576117
0,2010-02-01,3.0,14897,Bannockburn,14897,56.09528478,-3.911816854
1,2010-03-01,2.6,14897,Bannockburn,14897,56.09528478,-3.911816854
2,2010-04-01,3.0,14897,Bannockburn,14897,56.09528478,-3.911816854
3,2010-05-01,2.6,14897,Bannockburn,14897,56.09528478,-3.911816854
4,2010-06-01,1.0,14897,Bannockburn,14897,56.09528478,-3.911816854
5,2010-07-01,7.0,14897,Bannockburn,14897,56.09528478,-3.911816854
6,2010-08-01,5.4,14897,Bannockburn,14897,56.09528478,-3.911816854
7,2010-09-01,6.8,14897,Bannockburn,14897,56.09528478,-3.911816854
8,2010-10-01,6.4,14897,Bannockburn,14897,56.09528478,-3.911816854
9,2010-11-01,7.4,14897,Bannockburn,14897,56.09528478,-3.911816854
10,2010-12-01,4.0,14897,Bannockburn,14897,56.09528478,-3.911816854
11,2011-01-01,7.8,14897,Bannockburn,14897,56.09528478,-3.911816854
12,2011-02-01,8.6,14897,Bannockburn,14897,56.09528478,-3.911816854
13,2011-03-01,7.0,14897,Bannockburn,14897,56.09528478,-3.911816854
14,2011-04-01,3.2,14897,Bannockburn,14897,56.09528478,-3.911816854
15,2011-05-01,6.8,14897,Bannockburn,14897,56.09528478,-3.911816854
16,2011-06-01,8.0,14897,Bannockburn,14897,56.09528478,-3.911816854
17,2011-07-01,5.8,14897,Bannockburn,14897,56.09528478,-3.911816854
